Unnamed: 0,ano,nível_experiência,tipo_emprego,cargo,salário_original,moeda_salário,salário_usd,país_residência,percentual_remoto,país_empresa,tamanho_empresa
403,2022,Sênior,Tempo integral,Analista de Dados,81666,USD,81666,US,0,US,Média
404,2022,Sênior,Tempo integral,Engenheiro de Dados,175000,USD,175000,US,100,US,Média
405,2022,Pleno,Tempo integral,Engenheiro de Dados,75000,GBP,98158,GB,0,GB,Média
406,2022,Pleno,Tempo integral,Analista de Dados,58000,USD,58000,US,0,US,Pequena
407,2022,Sênior,Tempo integral,Engenheiro de Dados,183600,USD,183600,US,100,US,Grande
408,2022,Pleno,Tempo integral,Analista de Dados,40000,GBP,52351,GB,100,GB,Média
409,2022,Sênior,Tempo integral,Cientista de Dados,180000,USD,180000,US,100,US,Média
410,2022,Pleno,Tempo integral,Cientista de Dados,55000,GBP,71982,GB,0,GB,Média
411,2022,Pleno,Tempo integral,Cientista de Dados,35000,GBP,45807,GB,0,GB,Média
412,2022,Pleno,Tempo integral,Engenheiro de Dados,60000,EUR,65949,GR,100,GR,Média
413,2022,Pleno,Tempo integral,Engenheiro de Dados,45000,EUR,49461,GR,100,GR,Média
414,2022,Pleno,Tempo integral,Engenheiro de Dados,60000,GBP,78526,GB,100,GB,Média
415,2022,Pleno,Tempo integral,Engenheiro de Dados,45000,GBP,58894,GB,100,GB,Média
416,2022,Sênior,Tempo integral,Cientista de Dados,260000,USD,260000,US,100,US,Média
417,2022,Sênior,Tempo integral,Data Science Engineer,60000,USD,60000,AR,100,MX,Grande
418,2022,Pleno,Tempo integral,Engenheiro de Dados,63900,USD,63900,US,0,US,Média
419,2022,Pleno,Tempo integral,Machine Learning Scientist,160000,USD,160000,US,100,US,Grande
420,2022,Pleno,Tempo integral,Machine Learning Scientist,112300,USD,112300,US,100,US,Grande
421,2022,Pleno,Tempo integral,Data Science Manager,241000,USD,241000,US,100,US,Média
422,2022,Pleno,Tempo integral,Data Science Manager,159000,USD,159000,US,100,US,Média
423,2022,Sênior,Tempo integral,Cientista de Dados,180000,USD,180000,US,0,US,Média
424,2022,Sênior,Tempo integral,Cientista de Dados,80000,USD,80000,US,0,US,Média
425,2022,Pleno,Tempo integral,Engenheiro de Dados,82900,USD,82900,US,0,US,Média
426,2022,Sênior,Tempo integral,Engenheiro de Dados,100800,USD,100800,US,100,US,Grande
427,2022,Pleno,Tempo integral,Engenheiro de Dados,45000,EUR,49461,ES,100,ES,Média
428,2022,Sênior,Tempo integral,Cientista de Dados,140400,USD,140400,US,0,US,Grande
429,2022,Pleno,Tempo integral,Analista de Dados,30000,GBP,39263,GB,100,GB,Média
430,2022,Pleno,Tempo integral,Analista de Dados,40000,EUR,43966,ES,100,ES,Média
431,2022,Pleno,Tempo integral,Analista de Dados,30000,EUR,32974,ES,100,ES,Média
432,2022,Pleno,Tempo integral,Engenheiro de Dados,80000,EUR,87932,ES,100,ES,Média
433,2022,Pleno,Tempo integral,Engenheiro de Dados,70000,EUR,76940,ES,100,ES,Média
434,2022,Pleno,Tempo integral,Engenheiro de Dados,80000,GBP,104702,GB,100,GB,Média
435,2022,Pleno,Tempo integral,Engenheiro de Dados,70000,GBP,91614,GB,100,GB,Média
436,2022,Pleno,Tempo integral,Engenheiro de Dados,60000,EUR,65949,ES,100,ES,Média
437,2022,Pleno,Tempo integral,Engenheiro de Dados,80000,EUR,87932,GR,100,GR,Média
438,2022,Sênior,Tempo integral,Engenheiro de Machine Learning,189650,USD,189650,US,0,US,Média
439,2022,Sênior,Tempo integral,Engenheiro de Machine Learning,164996,USD,164996,US,0,US,Média
440,2022,Pleno,Tempo integral,Analista de Dados,40000,EUR,43966,GR,100,GR,Média
441,2022,Pleno,Tempo integral,Analista de Dados,30000,EUR,32974,GR,100,GR,Média
442,2022,Pleno,Tempo integral,Engenheiro de Dados,75000,GBP,98158,GB,100,GB,Média
443,2022,Pleno,Tempo integral,Engenheiro de Dados,60000,GBP,78526,GB,100,GB,Média
444,2022,Sênior,Tempo integral,Cientista de Dados,215300,USD,215300,US,0,US,Grande
445,2022,Pleno,Tempo integral,Engenheiro de Dados,70000,EUR,76940,GR,100,GR,Média
446,2022,Sênior,Tempo integral,Engenheiro de Dados,209100,USD,209100,US,100,US,Grande
447,2022,Sênior,Tempo integral,Engenheiro de Dados,154600,USD,154600,US,100,US,Grande
448,2022,Sênior,Tempo integral,Engenheiro de Dados,180000,USD,180000,US,100,US,Média
449,2022,Júnior,Tempo integral,ML Engineer,20000,EUR,21983,PT,100,PT,Grande
450,2022,Sênior,Tempo integral,Engenheiro de Dados,80000,USD,80000,US,100,US,Média
451,2022,Pleno,Tempo integral,Machine Learning Developer,100000,CAD,78791,CA,100,CA,Média
452,2022,Diretor,Tempo integral,Director of Data Science,250000,CAD,196979,CA,50,CA,Grande
453,2022,Pleno,Tempo integral,Engenheiro de Machine Learning,120000,USD,120000,US,100,US,Pequena
454,2022,Júnior,Tempo integral,Computer Vision Engineer,125000,USD,125000,US,0,US,Média
455,2022,Pleno,Tempo integral,NLP Engineer,240000,CNY,37236,US,50,US,Grande
456,2022,Sênior,Tempo integral,Engenheiro de Dados,105000,USD,105000,US,100,US,Média
457,2022,Sênior,Tempo integral,Lead Machine Learning Engineer,80000,EUR,87932,DE,0,DE,Média
458,2022,Pleno,Tempo integral,Business Data Analyst,1400000,INR,18442,IN,100,IN,Média
459,2022,Pleno,Tempo integral,Cientista de Dados,2400000,INR,31615,IN,100,IN,Grande
460,2022,Pleno,Tempo integral,Machine Learning Infrastructure Engineer,53000,EUR,58255,PT,50,PT,Grande
461,2022,Júnior,Tempo integral,Financial Data Analyst,100000,USD,100000,US,50,US,Grande
462,2022,Pleno,Meio período,Engenheiro de Dados,50000,EUR,54957,DE,50,DE,Grande
463,2022,Júnior,Tempo integral,Cientista de Dados,1400000,INR,18442,IN,100,IN,Média
464,2022,Sênior,Tempo integral,Principal Data Scientist,148000,EUR,162674,DE,100,DE,Média
465,2022,Júnior,Tempo integral,Engenheiro de Dados,120000,USD,120000,US,100,US,Média
466,2022,Sênior,Tempo integral,Research Scientist,144000,USD,144000,US,50,US,Grande
467,2022,Sênior,Tempo integral,Cientista de Dados,104890,USD,104890,US,100,US,Média
468,2022,Sênior,Tempo integral,Engenheiro de Dados,100000,USD,100000,US,100,US,Média
469,2022,Sênior,Tempo integral,Cientista de Dados,140000,USD,140000,US,100,US,Média
470,2022,Pleno,Tempo integral,Analista de Dados,135000,USD,135000,US,100,US,Média
471,2022,Pleno,Tempo integral,Analista de Dados,50000,USD,50000,US,100,US,Média
472,2022,Sênior,Tempo integral,Cientista de Dados,220000,USD,220000,US,100,US,Média
473,2022,Sênior,Tempo integral,Cientista de Dados,140000,USD,140000,US,100,US,Média
474,2022,Pleno,Tempo integral,Cientista de Dados,140000,GBP,183228,GB,0,GB,Média
475,2022,Pleno,Tempo integral,Cientista de Dados,70000,GBP,91614,GB,0,GB,Média
476,2022,Sênior,Tempo integral,Cientista de Dados,185100,USD,185100,US,100,US,Média
477,2022,Sênior,Tempo integral,Engenheiro de Machine Learning,220000,USD,220000,US,100,US,Média
478,2022,Pleno,Tempo integral,Cientista de Dados,200000,USD,200000,US,100,US,Média
479,2022,Pleno,Tempo integral,Cientista de Dados,120000,USD,120000,US,100,US,Média
480,2022,Sênior,Tempo integral,Engenheiro de Machine Learning,120000,USD,120000,AE,100,AE,Pequena
481,2022,Sênior,Tempo integral,Engenheiro de Machine Learning,65000,USD,65000,AE,100,AE,Pequena
482,2022,Diretor,Tempo integral,Engenheiro de Dados,324000,USD,324000,US,100,US,Média
483,2022,Diretor,Tempo integral,Engenheiro de Dados,216000,USD,216000,US,100,US,Média
484,2022,Sênior,Tempo integral,Engenheiro de Dados,210000,USD,210000,US,100,US,Média
485,2022,Sênior,Tempo integral,Engenheiro de Machine Learning,120000,USD,120000,US,100,US,Média
486,2022,Sênior,Tempo integral,Cientista de Dados,230000,USD,230000,US,100,US,Média
487,2022,Júnior,Meio período,Cientista de Dados,100000,USD,100000,DZ,50,DZ,Média
488,2022,Pleno,Freelancer,Cientista de Dados,100000,USD,100000,CA,100,US,Média
489,2022,Júnior,Contrato,Applied Machine Learning Scientist,29000,EUR,31875,TN,100,CZ,Média
490,2022,Sênior,Tempo integral,Head of Data,200000,USD,200000,MY,100,US,Média
491,2022,Pleno,Tempo integral,Principal Data Analyst,75000,USD,75000,CA,100,CA,Pequena
492,2022,Pleno,Tempo integral,Cientista de Dados,150000,PLN,35590,PL,100,PL,Grande
493,2022,Sênior,Tempo integral,Machine Learning Developer,100000,CAD,78791,CA,100,CA,Média
494,2022,Sênior,Tempo integral,Cientista de Dados,100000,USD,100000,BR,100,US,Média
495,2022,Pleno,Tempo integral,Machine Learning Scientist,153000,USD,153000,US,50,US,Média
496,2022,Júnior,Tempo integral,Engenheiro de Dados,52800,EUR,58035,PK,100,DE,Média
497,2022,Sênior,Tempo integral,Cientista de Dados,165000,USD,165000,US,100,US,Média
498,2022,Sênior,Tempo integral,Research Scientist,85000,EUR,93427,FR,50,FR,Grande
499,2022,Júnior,Tempo integral,Cientista de Dados,66500,CAD,52396,CA,100,CA,Grande
500,2022,Sênior,Tempo integral,Engenheiro de Machine Learning,57000,EUR,62651,NL,100,NL,Grande
501,2022,Pleno,Tempo integral,Head of Data,30000,EUR,32974,EE,100,EE,Pequena
502,2022,Júnior,Tempo integral,Cientista de Dados,40000,USD,40000,JP,100,MY,Grande
503,2022,Pleno,Tempo integral,Engenheiro de Machine Learning,121000,AUD,87425,AU,100,AU,Grande
504,2022,Sênior,Tempo integral,Engenheiro de Dados,115000,USD,115000,US,100,US,Média
505,2022,Júnior,Tempo integral,Cientista de Dados,120000,AUD,86703,AU,50,AU,Média
506,2022,Pleno,Tempo integral,Applied Machine Learning Scientist,75000,USD,75000,BO,100,US,Grande
507,2022,Pleno,Tempo integral,Research Scientist,59000,EUR,64849,AT,0,AT,Grande
508,2022,Júnior,Tempo integral,Research Scientist,120000,USD,120000,US,100,US,Grande
509,2022,Pleno,Tempo integral,Applied Data Scientist,157000,USD,157000,US,100,US,Grande
510,2022,Júnior,Tempo integral,Computer Vision Software Engineer,150000,USD,150000,AU,100,AU,Pequena
511,2022,Pleno,Tempo integral,Business Data Analyst,90000,CAD,70912,CA,50,CA,Grande
512,2022,Júnior,Tempo integral,Engenheiro de Dados,65000,USD,65000,US,100,US,Pequena
513,2022,Sênior,Tempo integral,Engenheiro de Machine Learning,65000,EUR,71444,IE,100,IE,Pequena
514,2022,Júnior,Tempo integral,Data Analytics Engineer,20000,USD,20000,PK,0,PK,Média
515,2022,Pleno,Tempo integral,Cientista de Dados,48000,USD,48000,RU,100,US,Pequena
516,2022,Sênior,Tempo integral,Data Science Manager,152500,USD,152500,US,100,US,Média
517,2022,Pleno,Tempo integral,Engenheiro de Dados,62000,EUR,68147,FR,100,FR,Média
518,2022,Pleno,Tempo integral,Cientista de Dados,115000,CHF,122346,CH,0,CH,Grande
519,2022,Sênior,Tempo integral,Applied Data Scientist,380000,USD,380000,US,100,US,Grande
520,2022,Pleno,Tempo integral,Cientista de Dados,88000,CAD,69336,CA,100,CA,Média
521,2022,Júnior,Tempo integral,Computer Vision Engineer,10000,USD,10000,PT,100,LU,Média
522,2022,Pleno,Tempo integral,Analista de Dados,20000,USD,20000,GR,100,GR,Pequena
523,2022,Sênior,Tempo integral,Data Analytics Lead,405000,USD,405000,US,100,US,Grande
524,2022,Pleno,Tempo integral,Cientista de Dados,135000,USD,135000,US,100,US,Grande
525,2022,Sênior,Tempo integral,Applied Data Scientist,177000,USD,177000,US,100,US,Grande
526,2022,Pleno,Tempo integral,Cientista de Dados,78000,USD,78000,US,100,US,Média
527,2022,Sênior,Tempo integral,Analista de Dados,135000,USD,135000,US,100,US,Média
528,2022,Sênior,Tempo integral,Analista de Dados,100000,USD,100000,US,100,US,Média
529,2022,Sênior,Tempo integral,Analista de Dados,90320,USD,90320,US,100,US,Média
530,2022,Pleno,Tempo integral,Analista de Dados,85000,USD,85000,CA,0,CA,Média
531,2022,Pleno,Tempo integral,Analista de Dados,75000,USD,75000,CA,0,CA,Média
532,2022,Sênior,Tempo integral,Engenheiro de Machine Learning,214000,USD,214000,US,100,US,Média
533,2022,Sênior,Tempo integral,Engenheiro de Machine Learning,192600,USD,192600,US,100,US,Média
534,2022,Sênior,Tempo integral,Data Architect,266400,USD,266400,US,100,US,Média
535,2022,Sênior,Tempo integral,Data Architect,213120,USD,213120,US,100,US,Média
536,2022,Sênior,Tempo integral,Analista de Dados,112900,USD,112900,US,100,US,Média
537,2022,Sênior,Tempo integral,Engenheiro de Dados,155000,USD,155000,US,100,US,Média
538,2022,Pleno,Tempo integral,Cientista de Dados,141300,USD,141300,US,0,US,Média
539,2022,Pleno,Tempo integral,Cientista de Dados,102100,USD,102100,US,0,US,Média
540,2022,Sênior,Tempo integral,Analista de Dados,115934,USD,115934,US,100,US,Média
541,2022,Sênior,Tempo integral,Analista de Dados,81666,USD,81666,US,100,US,Média
542,2022,Pleno,Tempo integral,Engenheiro de Dados,206699,USD,206699,US,0,US,Média
543,2022,Pleno,Tempo integral,Engenheiro de Dados,99100,USD,99100,US,0,US,Média
544,2022,Sênior,Tempo integral,Engenheiro de Dados,130000,USD,130000,US,100,US,Média
545,2022,Sênior,Tempo integral,Engenheiro de Dados,115000,USD,115000,US,100,US,Média
546,2022,Sênior,Tempo integral,Engenheiro de Dados,110500,USD,110500,US,100,US,Média
547,2022,Sênior,Tempo integral,Engenheiro de Dados,130000,USD,130000,US,100,US,Média
548,2022,Sênior,Tempo integral,Analista de Dados,99050,USD,99050,US,100,US,Média
549,2022,Sênior,Tempo integral,Engenheiro de Dados,160000,USD,160000,US,100,US,Média
550,2022,Sênior,Tempo integral,Cientista de Dados,205300,USD,205300,US,0,US,Grande
551,2022,Sênior,Tempo integral,Cientista de Dados,140400,USD,140400,US,0,US,Grande
552,2022,Sênior,Tempo integral,Cientista de Dados,176000,USD,176000,US,100,US,Média
553,2022,Sênior,Tempo integral,Cientista de Dados,144000,USD,144000,US,100,US,Média
554,2022,Sênior,Tempo integral,Engenheiro de Dados,200100,USD,200100,US,100,US,Média
555,2022,Sênior,Tempo integral,Engenheiro de Dados,160000,USD,160000,US,100,US,Média
556,2022,Sênior,Tempo integral,Engenheiro de Dados,145000,USD,145000,US,100,US,Média
557,2022,Sênior,Tempo integral,Engenheiro de Dados,70500,USD,70500,US,0,US,Média
558,2022,Sênior,Tempo integral,Cientista de Dados,205300,USD,205300,US,0,US,Média
559,2022,Sênior,Tempo integral,Cientista de Dados,140400,USD,140400,US,0,US,Média
560,2022,Sênior,Tempo integral,Engenheiro de Analytics,205300,USD,205300,US,0,US,Média
561,2022,Sênior,Tempo integral,Engenheiro de Analytics,184700,USD,184700,US,0,US,Média
562,2022,Sênior,Tempo integral,Engenheiro de Dados,175100,USD,175100,US,100,US,Média
563,2022,Sênior,Tempo integral,Engenheiro de Dados,140250,USD,140250,US,100,US,Média
564,2022,Sênior,Tempo integral,Analista de Dados,116150,USD,116150,US,100,US,Média
565,2022,Sênior,Tempo integral,Engenheiro de Dados,54000,USD,54000,US,0,US,Média
566,2022,Sênior,Tempo integral,Analista de Dados,170000,USD,170000,US,100,US,Média
567,2022,Pleno,Tempo integral,Analista de Dados,50000,GBP,65438,GB,0,GB,Média
568,2022,Sênior,Tempo integral,Analista de Dados,80000,USD,80000,US,100,US,Média
569,2022,Sênior,Tempo integral,Cientista de Dados,140000,USD,140000,US,100,US,Média
570,2022,Sênior,Tempo integral,Cientista de Dados,210000,USD,210000,US,100,US,Média
571,2022,Sênior,Tempo integral,Cientista de Dados,140000,USD,140000,US,100,US,Média
572,2022,Sênior,Tempo integral,Analista de Dados,100000,USD,100000,US,100,US,Média
573,2022,Sênior,Tempo integral,Analista de Dados,69000,USD,69000,US,100,US,Média
574,2022,Sênior,Tempo integral,Cientista de Dados,210000,USD,210000,US,100,US,Média
575,2022,Sênior,Tempo integral,Cientista de Dados,140000,USD,140000,US,100,US,Média
576,2022,Sênior,Tempo integral,Cientista de Dados,210000,USD,210000,US,100,US,Média
577,2022,Sênior,Tempo integral,Analista de Dados,150075,USD,150075,US,100,US,Média
578,2022,Sênior,Tempo integral,Engenheiro de Dados,100000,USD,100000,US,100,US,Média
579,2022,Sênior,Tempo integral,Engenheiro de Dados,25000,USD,25000,US,100,US,Média
580,2022,Sênior,Tempo integral,Analista de Dados,126500,USD,126500,US,100,US,Média
581,2022,Sênior,Tempo integral,Analista de Dados,106260,USD,106260,US,100,US,Média
582,2022,Sênior,Tempo integral,Engenheiro de Dados,220110,USD,220110,US,100,US,Média
583,2022,Sênior,Tempo integral,Engenheiro de Dados,160080,USD,160080,US,100,US,Média
584,2022,Sênior,Tempo integral,Analista de Dados,105000,USD,105000,US,100,US,Média
585,2022,Sênior,Tempo integral,Analista de Dados,110925,USD,110925,US,100,US,Média
586,2022,Pleno,Tempo integral,Analista de Dados,35000,GBP,45807,GB,0,GB,Média
587,2022,Sênior,Tempo integral,Cientista de Dados,140000,USD,140000,US,100,US,Média
588,2022,Sênior,Tempo integral,Analista de Dados,99000,USD,99000,US,0,US,Média
589,2022,Sênior,Tempo integral,Analista de Dados,60000,USD,60000,US,100,US,Média
590,2022,Sênior,Tempo integral,Data Architect,192564,USD,192564,US,100,US,Média
591,2022,Sênior,Tempo integral,Data Architect,144854,USD,144854,US,100,US,Média
592,2022,Sênior,Tempo integral,Cientista de Dados,230000,USD,230000,US,100,US,Média
593,2022,Sênior,Tempo integral,Cientista de Dados,150000,USD,150000,US,100,US,Média
594,2022,Sênior,Tempo integral,Data Analytics Manager,150260,USD,150260,US,100,US,Média
595,2022,Sênior,Tempo integral,Data Analytics Manager,109280,USD,109280,US,100,US,Média
596,2022,Sênior,Tempo integral,Cientista de Dados,210000,USD,210000,US,100,US,Média
597,2022,Sênior,Tempo integral,Analista de Dados,170000,USD,170000,US,100,US,Média
598,2022,Pleno,Tempo integral,Cientista de Dados,160000,USD,160000,US,100,US,Média
599,2022,Pleno,Tempo integral,Cientista de Dados,130000,USD,130000,US,100,US,Média
600,2022,Júnior,Tempo integral,Analista de Dados,67000,USD,67000,CA,0,CA,Média
601,2022,Júnior,Tempo integral,Analista de Dados,52000,USD,52000,CA,0,CA,Média
602,2022,Sênior,Tempo integral,Engenheiro de Dados,154000,USD,154000,US,100,US,Média
603,2022,Sênior,Tempo integral,Engenheiro de Dados,126000,USD,126000,US,100,US,Média
604,2022,Sênior,Tempo integral,Analista de Dados,129000,USD,129000,US,0,US,Média
605,2022,Sênior,Tempo integral,Analista de Dados,150000,USD,150000,US,100,US,Média
606,2022,Pleno,Tempo integral,AI Scientist,200000,USD,200000,IN,100,US,Grande
